cre88_RECID,cre88_TAXITEMGROUP,cre88_TAXGROUP,cre88_CONFIRMEDTAXWRITECODE,cre88_CURRENCYCODE,cre88_ITEMREFTYPE,cre88_NAME,cre88_TRANSACTIONCODE,cre88_VENDACCOUNT,cre88_DATAAREAID,cre88_ORDERACCOUNT,cre88_DELIVERYNAME,cre88_PAYMENT,cre88_PAYMMODE,cre88_PRICEGROUPID,cre88_PURCHASETYPE,cre88_PURCHNAME,cre88_PURCHSTATUS,cre88_VATNUM,cre88_VENDGROUP,cre88_COUNTRYREGIONID,cre88_ZIPCODE,cre88_STREET,cre88_CITY,cre88_STATE,cre88_COUNTY,cre88_PRODUCTTYPE,cre88_ITEMGROUPID
6063,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,MV  Beaumonde,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,IMO: 9278349 Flag: Netherlands   MSR SWINOUJSCIE  Delivery for mv Performer,SWINOUJSCIE,,,1,FG
6064,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,MILA (BEBEKA) IMO 9331335,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,EST,,"Imo: 9331335 Flag: Netherlands   Bekkeri port, Marati 14, Tallinn   c/o Ruu Marine Services  agency@rms.ee",Tallinn,,,1,FG
6065,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93015,nl20,93015,M/V PAULINE,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,NE31 1SP,A & P TYNE - CORY AGENCY TEES WAGONWAY ROAD HEBBURN Tel 44 191 430 8600,HEBBURN,,,1,FG
6066,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,MV PENHAR,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,DEU,,IMO : 9534365 Flag: Netherlands   SHIPSTORES KIEL-CANAL   c/o UCA United Canal Agency GmbH  Tel: 0049-431301070 ucaki@kiel-canal.de,KIEL,,,1,FG
6067,Goods,P-EU-RC,,EUR,1,Hempadur,Verkoop,93023,nl20,93023,m/v Atlantic Horizon (IMO 9341744),CM+25,Clearing,Area 3,3,PINTURAS HEMPEL S.A. - II,4,ESA08183881,INTERNAL,ESP,33418,"ASTILLEROS RIA DE AVILES / DIQUE CONTACTO: Sr. MARTIN / Sr. BORJA C/. SAN BALANDRAN, S/Nº",Campo De La Iglesia (Gozon),,,1,FG
6068,Goods,P-NL,,EUR,1,Hempadur,11,93020,fr12,93020,CHIBERTA,CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,2060,IMO N°9333814 BRABO STEVEDORING & TRADING CY NV BREDASTRAAT 135 Alain Pepermans Phone 0032 3 233 28 99 warehouse@stcbrabo.be,Antwerpen,,,1,FG
6069,Goods,P-NL,,EUR,1,Hempadur,11,93020,fr12,93020,CHIBERTA,CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,2060,IMO N°9333814 BRABO STEVEDORING & TRADING CY NV BREDASTRAAT 135 Alain Pepermans Phone 0032 3 233 28 99 warehouse@stcbrabo.be,Antwerpen,,,1,FG
6070,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,STROOMBANK (BEBEKA),CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,"IMO 9356543 Flag: Netherlands   Nabrzeże Regalica, Szczecin  c/o Pol-Agent phone 601 910 666",,,,1,FG
6071,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,STROOMBANK (BEBEKA),CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,"IMO 9356543 Flag: Netherlands   Nabrzeże Regalica, Szczecin  c/o Pol-Agent phone 601 910 666",,,,1,FG
6072,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93023,nl20,93023,ARA ANTWERPEN (ARA) IMO 9240550,CM+25,Clearing,Area 3,3,PINTURAS HEMPEL S.A. - II,3,ESA08183881,INTERNAL,ESP,15006,PUERTO EXTERIOR MUELLE FERNANDEZ LADREDA,A Coruña,,,1,FG
6073,Goods,P-NEU-0,BTW,EUR,1,Hempadur,Verkoop,93032,nl20,93032,ARA HAMBURG (ARA) IMO 9448451,CM+25,Clearing,Area 3,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - II,3,No VAT Number,INTERNAL,TUR,,Limas Limanı  İzmit,,,,1,FG
6074,Goods,7,,EUR,1,Hempadur,11,93024,fi11,93024,Viking Line Godsmottagningen,CM+25,Clearing,,3,HEMPEL (SWEDEN) AB - II,3,SE556038458701,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
6075,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,Ara Liverpool,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,DEU,,"Imo: 9365984 Flag: Gibraltar   Norderwerft, Ellerholzdamm, Hamburg  c/o MAGELLAN Agency Services GmbH PIC: Rolf Maass Tel: +49 - 40 – 36 20 86 Mobile: +49 172 201 3658 agent.rolf@t-online.de",Hamburg,,,1,FG
6076,Goods,P-EU-RC,,EUR,1,Hempadur,Verkoop,93015,nl20,93015,ALANA EVITA (BEBEKA) IMO 9356529,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,4,GB239113281,INTERNAL,GBR,,,Ipswich,,,1,FG
6077,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93023,nl20,93023,ARA HAMBURG (ARA) IMO 9448451,CM+25,Clearing,Area 3,3,PINTURAS HEMPEL S.A. - II,3,ESA08183881,INTERNAL,ESP,46730,M/V ARA HAMBURG CONTACTAR CON NAVARRO Y BORONAD,Puerto De Gandia,,,1,FG
6078,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,JOLYN (BEBEKA),CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,"IMO 9374686 Flag: Curacao   Nabrzeże Czeskie, DB Terminal, Szczecin  POL-AGENT Co. Ltd. Szczecin / Agency dept. PL,  70-952 Szczecin, ul. Energetykow 3/4 601 910 666",Szczecin,,,1,FG
6079,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,SAFFIER (BEBEKA) IMO : 9357511,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,LTU,,"Flag ; Netherlands [NL]   BKT terminal, load berth 101-105., Klaipeda  c/o JSC Frigate Shipping Agency Andrejus Scuras alex.agency@frigate.lt Mob. tel. +370 6 8825504",Klaipėda,,,1,FG
6080,Goods,P-NEU-0,BTW,USD,1,Hempadur,Verkoop,93086,nl20,93086,m/v CORAL RUBRUM,CM+25,Clearing,Area 1,3,HEMPEL (CHINA) LTD - II,1,No VAT Number,INTERNAL,CHN,,"MARINETRANS Shanghai alphalog freightsystem No. 5A warehouse, no.403, Wuliu Avenue Jiang Town, Pudong New Area, SHANGHAI",,,,1,FG
6081,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93015,nl20,93015,RAZENDE BOL (VAN OORD) IMO,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,AB11 5SS,C/O SALT ISLAND ATLANTIC WHARF/MATTHEWS QUAY CROSS BERTH ABERDEEN HARBOUR,ABERDEEN,,,1,FG
6082,Goods,P-NL,,EUR,1,Hempadur GREEN,11,93020,hr89,93020,M/V CHAMPION ISTRA,CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,2,NL 001839561B01,INTERNAL,NLD,,ETA 06th October at Rotterdam,,,,1,FG
6083,Goods,P-NL,,EUR,1,Hempadur GREEN,11,93020,hr89,93020,MV CHAMPION ISTRA,CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,4,NL 001839561B01,INTERNAL,NLD,,ETA 06th October at Rotterdam ,,,,1,FG
6084,Goods,VAT-FOR-21,PDV,EUR,1,Hempadur GREEN,11,93020,hr89,93020,M/V CHAMPION ISTRA,CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL 001839561B01,INTERNAL,NLD,,"Vertom Agencies B.V. Oever 7, 3161 GR RHOON, Rhoon, Netherlands +31 102858585 +31 102858470 agency@vertom.nl  ",,,,1,FG
6085,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93015,nl20,93015,M/V PAULINE,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,NE31 1SP,A & P TYNE - CORY AGENCY TEES WAGONWAY ROAD HEBBURN Tel 44 191 430 8600,HEBBURN,,,1,FG
6086,Goods,VAT-FOR-21,PDV,EUR,1,Hempadur GREEN,11,93020,hr89,93020,M/V CHAMPION PULA,CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL 001839561B01,INTERNAL,NLD,3161 GR, Agent: Vertom Agencies B.V.  Oever 7 3161 GR Rhoon The Netherlands ,Rhoon,,,1,FG
6087,Goods,P-EU-II,,EUR,1,Hempadur RED,11,93012,hr89,93012,M/V TD TOKYO,CM+25,Clearing,,3,HEMPEL (FRANCE) S.A. - II,1,FR 00562055244,INTERNAL,hrv,52470,ETD 14/10@ROUEN DIDIER MARQUER Sea Invest Shipping Agency Boulevard maritime  76530  Grand Couronne  PH + 33 2 32 11 20 00 Email   trampuro@sea-invest.fr     ,Umag,,,1,FG
6088,Goods,P-EU-RC,BTW,EUR,1,Hempadur BS 445,Verkoop,93023,nl20,93023,ARA ANTWERPEN (ARA) IMO 9240550,CM+25,Clearing,Area 3,3,PINTURAS HEMPEL S.A. - II,3,ESA08183881,INTERNAL,ESP,15006,PUERTO EXTERIOR MUELLE FERNANDEZ LADREDA,A Coruña,,,1,FG
6089,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,MV  Beaumonde,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,POL,,IMO: 9278349 Flag: Netherlands   MSR SWINOUJSCIE  Delivery for mv Performer,SWINOUJSCIE,,,1,FG
6090,Goods,P-NEU-II,,EUR,1,Hempadur,11,93032,hr89,93032,M/V TROGIR,CM+25,Clearing,,3,HEMPEL COATINGS SAN. VE TIC Ltd. Sti. - II,3,,INTERNAL,TUR,,zeyport /HG motoru,,,,1,FG
6091,Goods,P-NL,,EUR,1,Hempadur,11,93020,fr12,93020,CHIBERTA,CM+25,Clearing,Area 3,3,HEMPEL (THE NETHERLANDS) B.V. - II,3,NL001839561B01,INTERNAL,BEL,2060,IMO N°9333814 BRABO STEVEDORING & TRADING CY NV BREDASTRAAT 135 Alain Pepermans Phone 0032 3 233 28 99 warehouse@stcbrabo.be,Antwerpen,,,1,FG
6092,Goods,VAT-FOR-21,PDV,EUR,1,Hempadur RED,11,93020,hr89,93020,M/V CAHMPION PULA,CM+25,Clearing,,3,HEMPEL (THE NETHERLANDS) B.V. -,3,NL 001839561B01,INTERNAL,NLD,3161 GR,@ROTTERDAM Vertom Agencies B.V.  Oever 7 3161 GR Rhoon The Netherlands Phn: +31-10-2858585 ,Rhoon,,,1,FG
6093,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93015,nl20,93015,M/V PAULINE,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,NE31 1SP,A & P TYNE - CORY AGENCY TEES WAGONWAY ROAD HEBBURN Tel 44 191 430 8600,HEBBURN,,,1,FG
6094,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,SAFFIER (BEBEKA) IMO : 9357511,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,LTU,,"Flag ; Netherlands [NL]   BKT terminal, load berth 101-105., Klaipeda  c/o JSC Frigate Shipping Agency Andrejus Scuras alex.agency@frigate.lt Mob. tel. +370 6 8825504",Klaipėda,,,1,FG
6095,Goods,P-NEU-0,BTW,USD,1,Hempadur,Verkoop,93086,nl20,93086,m/v CORAL RUBRUM,CM+25,Clearing,Area 1,3,HEMPEL (CHINA) LTD - II,1,No VAT Number,INTERNAL,CHN,,"MARINETRANS Shanghai alphalog freightsystem No. 5A warehouse, no.403, Wuliu Avenue Jiang Town, Pudong New Area, SHANGHAI",,,,1,FG
6096,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93011,nl20,93011,CORA JO (BEBEKA) IMO 9268875,CM+25,Clearing,Area 3,3,OY HEMPEL (FINLAND) AB - II,3,FI01088542,INTERNAL,FIN,23500,c/o Rikkihapon Laivaus tel 010 2153520/050 5240064 Hangonsaari *TOIM. PE 28.6.*,Uusikaupunki,,,1,FG-MT
6097,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93011,nl20,93011,CORA JO (BEBEKA) IMO 9268875,CM+25,Clearing,Area 3,3,OY HEMPEL (FINLAND) AB - II,3,FI01088542,INTERNAL,FIN,23500,c/o Rikkihapon Laivaus tel 010 2153520/050 5240064 Hangonsaari *TOIM. PE 28.6.*,Uusikaupunki,,,1,FG-MT
6098,Goods,P-II,,EUR,1,Hempadur,11,93023,fr12,93023,M/V GUERIDEN IMO 8912998,CM+25,Clearing,Area 3,3,PINTURAS HEMPEL S.A. - II,1,ESA08183881,INTERNAL,ESP,36216,EXENTO DE IVA  Nº DE AUTORIZACION: ESEIRO2019000140 METALSHIPS RIOS TEIS,Vigo,,,1,FG-MT
6099,Goods,P-II,,EUR,1,Hempadur,11,93023,fr12,93023,M/V GUERIDEN IMO   8912998,CM+25,Clearing,Area 3,3,PINTURAS HEMPEL S.A. - II,1,ESA08183881,INTERNAL,ESP,36216,EXENTO DE IVA Nº AUTORIZACION  ESEIRO2019000140 METALSHIPS RIOS-TEIS,Vigo,,,1,FG-MT
6100,Goods,P-EU-RC,BTW,EUR,1,Hempadur,Verkoop,93004,nl20,93004,NJORD,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,DEU,,"IMO 8650409 Flag: Germany  Empting Shipyard, Cuxhaven   c/o Technical Superintendent SMD / Van Oord T +31(0) 888268939   Mob. +31 6 51093100 E jan.hakvoort@vanoord.com",Cuxhaven,,,1,FG-MT
6101,Goods,4,ALV,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6102,Goods,4,ALV,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6103,Goods,4,ALV,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,2,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6104,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6105,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6106,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6107,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6108,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6109,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,HEMPEL,CM+25,Clearing,,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6110,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6111,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6112,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6113,Goods,P-EU-RC,,EUR,0,Hempadur,Verkoop,91022,nl20,91022,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
6114,Goods,P-EU-RC,,EUR,0,Hempadur,Verkoop,91022,nl20,91022,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
6115,Goods,P-EU-RC,BTW,EUR,0,Hempadur,Verkoop,91022,nl20,91022,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
6116,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6117,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6118,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6119,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6120,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6121,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6122,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6123,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6124,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6125,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6126,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6127,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6128,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6129,Goods,4,,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6130,Goods,4,,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6131,Goods,4,,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6132,Goods,4,ALV,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6133,Goods,4,,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,1,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6134,Goods,4,ALV,EUR,0,Hempadur,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
6135,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6136,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
6137,Goods,P-EU-RC,TVA,EUR,0,Hempadur,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
